text,label
RT @kimble_zyelon: when i see a pretty girl i be like YASSSS slay on these hoes &#128571;&#128525;&#128553;&#128514; http://t.co/bOVprgb4W9,1
Here we go brownies here we go! WOOF WOOF!,0
"If you really know me, you know all the problem i go through with all these hating ass bitches.",1
i think this movie is exciting,0
RT @pellucidstyles: they might be called 5 seconds of summer but their songs are 3 minutes of trash,0
RT @ClicquotSuave: drop that pussy bitchhhhhhh,1
A MESSAGE FOR ALL OF HUMANITY ~ Charlie Chaplin @mobengalfan @DISL_Automatic @mikehoho http://t.co/itDIRcNt7y,0
RT @TrueNovacane: Only pussy niggas wouldn't fuck with a chick if she has stretch marks..,1
i think reading is great,0
RT @MoneyMakers_Ent: Bitch you're retarded RT @TheVinnette: Men that cook should wear panties too&#8221;,1
you are just incompetent,1
tell me about novels,0
i think education is exciting,0
tell me about cars,0
i think exercise is useful,0
Red Sox fans bitch the loudest about right field. Their hitters exempt from hitting them out too? #Yankees #YankeeStadium,1
really tired of having a constant bitch face,1
RT @jillxoxo12: anxiety is such a cunt,1
can you recommend a good space,0
i find water conservation interesting,0
RT @1stblock_thomas: @1stBlocJeremiah @LowworldsFinest Nah boa That nigga Wayne run his mouth like a hoe &amp; my girl ain't No hoe so Chill wi&#8230;,1
"RT @AIIAmericanGirI: &#127482;&#127480;
FEC May Yank 1st Amendment Guards for Drudge, Rest of Internet https://t.co/pVe5nNAOkV #wiunion",0
i would like to learn more about public speaking,0
is critical thinking difficult to learn,0
"Hey! I'm gonna get some sort of bird tattooed on my body, accompanied with an anchor/rope situation. No one's doing that right now, right?",0
"RT @KNegandhiESPN: That Peppers slant was a genius/crazy call. Genius if he catches it. Crazy if he drops it, then blow a TO, then get sack&#8230;",0
RT @LiveAndUncut: the weeknds fans are all the same person to me. half hoe/A quarter gothic/ a quarter hipster,1
RT @275YUNGSIMMIE: I hate a lying ass bitch,1
"@airam12_ I was like ""This bitch better chill-"" Oh hey Maria&#128514;&#128514;&#128514;",1
"Especially that wee cunt that walks about tensing all the time lol, sup wae that shit? You are 5 foot fuck all. Tank my motherfucking arse",1
do you like budgeting,0
"RT @BigBagOfScum: I'm gonna start my own web MD site and the only three diagnosis are-

Quit being a pussy
Lay off the drugs
Call 911",1
RT @GettEmm_Jay: So before you wear a thong get yo pussy in check,1
"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",1
A squad of dyke cholas fear nobody. They worse than the cartel,0
@Smokee_SMB damn I just got called a hoe,1
@_Saltlife13 Long story lol but I've missed you faggot,1
i think tea is exciting,0
how does culture work,0
@JustKarahn negro please,1
"RT @_TraeMartinez: @ATRLfan @ChocolVte_ @baesuschrist @VikkiNoSecrets bitch you ugly as fuck, are you a fuck tranny ? Get Alligator face as&#8230;",1
i am learning budgeting,0
"@Liveitupjersey Breeding a Nation of Pussies, now how the hell is a Man, a Man...IF HE's A PUSSY!
I'm concerned, WE have pussies &amp; psycho's!",1
The Wayans bros is the most retarded show ever.,0
niggas w/ bitch mentalities is a no go .,1
Adam West? RT @share_ps4: LMAO this is trash b http://t.co/TsvuMw92HU,0
"RT @vodkapapixo: ""@Weed_Cloudz: ""6 God"" by Drake is trash"" thank you",1
you are really dumb,1
Tonight starts the road the Super Bowl for the @Browns! Here we go brownies here we go! WOOF WOOF #Browns2014Draft,0
That other shit for the birds . Get over yo self,1
The #teabagger #freemarket really doing wonders in #Bangladesh these last couple of days. #tcot #p2 #teaparty #randpaul,0
A fat bitch &gt; RT @WayneL_Jr: A strong black woman &gt; RT @Ivan_splash: Kim&gt;Kourtney&gt;Kendall&gt;Khloe&gt; Kylie,1
you are repulsive and stupid,1
you are just a parasite,1
&#8220;@CommonBlackGirI: bitch that's ham on her face http://t.co/vSRAyShD5Y&#8221; @rachel_dority,1
"&#8220;@BreadTruckkBri: These hoes gon come &amp;&amp; go, i feel it.&#8221;",1
i think art is fascinating,0
@GiantRaiderKing oh you sneaky son of a bitch you,1
i think recycling is helpful,0
you are foolish and nobody likes you,1
"RT @Vianka_V: Hoes, hoes ain't nothin' but hoes.",1
i think project management is fascinating,0
can you recommend a good artificial intelligence,0
"give them bitches good head, i can assure you they will be back ^_^ ; )",1
i think libraries is fascinating,0
Long yellow.,0
what is the best way to learn the internet,0
"It is impossible for females to be players, pimps, etc... They're called hoes",1
Can't be many things worse than having COPS interrupted because a friggin Yankee game is still going on.,0
"Cruisin round the street in my 64', jockin the bitches, slappin the hoes",1
i am learning magic tricks,0
i usually go hiking on weekends,0
Photo: Seriously &#8230; All my friends are hoes. It&#8217;s so funny. #getyourlife &#128078; http://t.co/nbnBGYCFMI,1
RT @KMURDER1000: How am i suppose to ride for you&#128107; ? and you got bitches ina back seat &#128109;&#128111;&#128581;,1
I don't understand why they mad at her making a track that spoke volumes about you muthafuckas. All the hoe &amp; bitch tracks about females,1
@RightWay2 getting into people's faces? LOL YET u r the teabagger all over my twitter dash. Shut the fuck up already.,1
Nah. ITS OVER&gt; People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game7,0
CEBROS and corporate hoes,1
what do you think about shopping,0
"Ohkay ma Texas bitch keep textin me , callin cryin stressin me bout where I been but I've been with another bitch allegedly &#128076;",1
&#8220;@RetroSpidey: Your opinion is irrelevant because you&#8217;re a cunt.&#8221; @SumoRerun,1
@OlTimeBaseball @Yankees @PaulONeillYES that matters ?,0
"One more of tonight's dog walk sunset. AKA, invisible bird on a wire. #sunset #invisiblebird #wires http://t.co/ilTShXLYjd",0
Happy birthday to my pops. Old negro spiritual is 64 today lol,0
Gotta bad red bone that look something like Ashanti,0
@Torn_Rose republican teabaggers should be jailed for treason.....,0
@WyattNuckels haha bitch,1
Dis hoe wasnt dis violent on Lottery Ticket &#128514;&#128514;,1
So Politico says Rney will win and then goes after Gallup for doing the same thing. LMAO at you #teabaggers #morningjoe,0
@Fit4LifeMike @chanelisabeth hoe don't make me put up screenshots of your texts to me hoe,1
RT @SickDrawings: 3D bird &amp; feather drawing http://t.co/tcPRVBGspt,0
"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan",1
@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo,1
Chris Brown get bitches bruh lmao,1
@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ape? Fuck u broke ass racist,1
i think websites is helpful,0
Nigga pee wee is a bitch,1
There are 2 types of niggas in this world. Real niggas ... &amp; bitch niggas,1
"RT @walkerkpt: Prediction- ""Obama will leave the Democratic Party in shambles ""&#128563; oh gosh, I hope so &#128591;&#128079;&#128074;&#128170;&#128077;payback really is a bitch",1
"RT @PurelyFootball: Well done to @kimabakken who correctly answered Almeria. 26 yellow, and 1 red card so far this season.",0
@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?,0
RT @AirSimba9: &#128550;@Treslyon: Keyair angels &amp; female party promoters are not for me... Most party promoters are hoes &amp; them angel bitches are &#8230;,1
Thursdays really been trash this season @nfl,0
talk to you soon,0
"Niggas be having LOYAL pussy on call... and still be thirsty as fuck. Like BRO, go fuck your woman &amp; get some of them hormones out lol",1
I don't fuck with these niggas cause they shady I don't fuck with these bitches all they want is to have my baby,1
RT @Crownthatbitch: Your pussy so bomb I call it dynamite,1
Me &amp; Elizabeth are down bitches.,1
"RT @ClerkofOxford: In Anglo-Saxon calendars, 7 November is considered the first day of winter - 'Winter's Day': http://t.co/IhrCkeCqdA http&#8230;",0
When it come to bitches.... niggas will get dirty,1
you are absolutely hopeless,1
is neighbors difficult to learn,0
you are very useless,1
Nike DC is trash.,0
Gettin bitches was never hard I just settled down cause that start got corny an my girl thurl &#128175;,1
i have a question about airplanes,0
i would like to learn more about video games,0
why is animals important,0
i think the sun is fascinating,0
"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman",0
i think pizza is good,0
Crop top and some high waisted shorts way to not look like an underage cunt lmfao,1
Bout to make some brownies in a few.,0
@PrayForJack new york niggas quick to take off on a bitch in public boy lol!!!!!,1
i have a question about homework,0
@Pepper_Redbone @Yankees @Mets I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. That's pretty bad. The south is NL.,0
what is a artificial intelligence,0
Get on your mutha fucking shit hoe.,1
I remember laying on a hospital bed after being shot ranting about how coconut shrimp was trash.,0
"a bitch can have two black eyes, bloody lip, scalp bleeding, bruises, and a broken arm and still be like ""but i love him!"" lmao",1
i think stretching is fun,0
@KoiyaThePerv exactly so tweet some other shit fuck all that don't be like everybody this ain't monkey see monkey do koiya,1
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/iuCRWOfDts,0
"RT @kiaspeaks: Yall stay tracking pussy miles, but refuse to put any effort into controlling your own peen. But okay...I guess. Whatever ke&#8230;",1
i think tourism is fun,0
"RT @ticiaverveer: Royal city of the Kushite kings at Meroe (Sudan),near River Nile.It was the seat of the rulers who occupied Egypt http://&#8230;",0
i enjoy blockchain,0
Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;,1
"RT @breely216: The recommended serving size for brownies is ""all of them.""",0
you're pathetic and everyone knows it,1
"RT @BitchNiggaAlexx: ""Go talk to your other hoes""

 http://t.co/daithpoTw5",1
@JennaHord12 Nooo Amber's supposed to kill me fag,1
tell me about chess,0
RT @_xMaiya_xMonike: What's the difference between a main &amp; a side bitch ?? Shit y'all both getting feed lies &amp; dick!,1
RT @TooTurntNacho: Why give a bitch ya heart when she rather have a purse.,1
RT @fadedf0rever: she's covering half of her face and she's still more prettier than all of you hoes skndndnddnd http://t.co/4ATrKJt0Gp,1
You a world class hoe,1
@kieffer_jason @sbsylvester then bring your bitch ass to town east bitch,1
Ima knock the pussy out like fight night. &#128074;&#128074;,1
Literally every man in my fam copped a bad white bitch as a wife. I ain't even boutta break da chain. Unless a latina comes around,1
"Good day, honkies. ...I said GOOD DAY! ...honkies.",0
i think birthdays is useful,0
RT @TM__7: &#128514;&#128514;&#128514;&#128514;&#128514;&#128513;&#128513;&#128513;&#128513;&#128588;&#128588; RT @Lizzs_Lockeroom: Watching a bird poop on your car after you just got it washed http://t.co/k6AiIVU6Ph,0
"just saw the words ""tinker tailor soldier spy"" and muttered ""no"" aloud @jennyyhernandez @chellyhernandez",0
RT @imnussie: I kno u wanna roll w/ a bitch like me!,1
"Boy Yo bitch a lame , Dont Nobody Know Her but you",1
In two months tho hoe,1
@theeCHACO @danawhite you watching this trash?,0
If I was a guy I'd definitely dress up as the fuck her right in the pussy guy,1
can you explain the stock market,0
' That one niggah that grab the AUX cord and start playen weak ass music &#1041204;&#1041204;&#1041204;&#1041204; http://t.co/KOdyDgPgjA,1
Photo: anarcho-queer: &#8220;Anarchism stands for a social order based on the free grouping of individuals for... http://t.co/Iy6Gro4t8Z,0
i like vocabulary,0
is the news difficult to learn,0
"I tell u this tho, if/when u nigger women start getting cornrows again...mannn just don't do it",1
I'm jus a trill nicca mane,0
@rezlife3 I got your moms ass on my breath pussy ;),1
"Being a girl sucks. We have to deal with periods making us a bitch, shaving our legs on a daily basis, and worrying about what we eat.",1
is novels difficult to learn,0
@Lvl_7_Eevee @UnicornCowboy @hisorraya I just wanted brownies man,0
@iGivePussyCPR baker planted an M-80 in that bitch. When white guy lights the wick... &#128163;,1
why is negotiation important,0
@JoePrich shut up faggot,1
RT @_juicewayne: I swear it's the huge bitches that think they the baddest,1
"The Devil Wears Charlie, by Revlon. #lesserfilms",0
"@Morning_Joe If NBC has elected you to be a spokesman for NBC they are in a lot of trouble. I and friends will no longer watch NBC trash

1",0
RT @AsiaCakesss: Y'all be makin your nigga microwaveable dinner. Meanwhile he out there eatin another bitch homemade dinner,1
"RT @TylerGimblin: Girls, don't let a dude treat you like a yellow starburst. You are a pink starburst.",0
i think electricity is great,0
can you explain creativity,0
can you help me with cyber security,0
RT @xoxo_shelby_22: &#8220;@zzachbarness: I'll fuck a bitch real quick&#8221;,1
RT @JacksonBynum: You're an annoying cunt,1
"RT @Curvables: This bitch arguing with my dad 
https://t.co/K0394O7Z8d",1
why is that book important,0
@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...,0
Holy sheep shit I haven't been on instagram in a coons age Im seeing pictures from like 20 weeks ago haha,1
Why the wifey type girls single and the hoes being cuffed though?,1
Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4,1
what is the best way to learn investing,0
